  0.2   0.4   0.2   0.4   0.3   0.3   0.3   0.4   0.2   0.4   0.2   0.3   0.2   0.4   0.3   0.3   0.4   0.4   0.3   0.4   0.4   0.3   0.3   0.4   0.4   0.3   0.2   0.3   0.2   0.3   0.4   0.2   0.3   0.3   0.4   0.4   0.3   0.2   0.3   0.4   0.3   0.3   0.3   0.3   0.3   0.2   0.3   0.2   0.3   0.4   0.3   0.3   0.3   0.4   0.3   0.4   0.2   0.3   0.2   0.3 
  136    40    79   114    25    67   179   179    62   154    12    39     9    78    64   122    73   162     8    96    84    33     9   118    87   138    70    19   109    13   139    53    47   177    43    75   112    17   142    55    28    37    25    50   125     8   103    52    72    38   134    32   160   143    25    79    78   108   161    10 
   26    70    56    11   145   141   179    31    17    75    48   175    57    55     7    32   128     8   111   154    32   151   136   179     4     4   126   117    20    88   138   147   170   149   155   116     3   156    45    21   134   115    47    80    20   140    48     1    48    79    69    46    89   173    48    23   110   105    37    70 
  166    21    49    83     6     3     7    25   112   103   128    30    89    20    77   105   118   170    37    79    49   154    41   130    37    18    16    93    77   129   180   150   111    10    80     3   132   119   164    66    61   109   177   172   104   141    90   117    67   126    70    26    85   152    52   101    10    11   109    37 
  171     8    71   164    38   110    98   145   107   169   139    23   140    55     8    43    80    64     6   175   104   128   103   106   178   152    88   164   104    87   129   151    22    96   179   159    35    74    56   166   161    45   105    52   159   160     6    35    24    34   153    11    30     4    13   119    10     8    59   107 
  118    79   180   122    11   132    58    71   158   123    42    22   140   146   108    27    86    82    29    94    10    17     7   150    58     3    45     5   147    39   118    11   130    88    52   132    58   135    35   129    78    78   143     1   171   142    63   131   162   120    45   112   147   179    96    97    13    28   106     2 
  124    71   101    60    94   165    51    70   148   113   109   116    38   174    17    77    97   176    43    23    92    34   150    44     8   138    77    11    52   163    43    13   159   169    71   131    63    46   157    13   103    32   136   107    80    99   177   153    19   111    41    77   109    98    83   123    31   175    44    35 
   93    62   112    42     2   128     9    42    22    58   127    53    86    40     2    61    49   161    16    42   154    73    21   178   162   105   174    14   104    16    85    92    68   160    63   121   133   117    56    47    33    71   139    93    16    43   126   140    98   154    31    37   117    85   155   138    45    49   170    20 
  156     6    11    12    12   117    75   168    65    53     3   167    48   148   116   147    73    81    45    97   148    41    72    75   161   158   128   166    65    44   167    73    41   176   133   141    55    70   122   179    51   119   130   163   178    96   109    81    23     1   148   144   152     9    94    41    40   139   115    41 
  103   178   140    95   161     6    10    57   144    19   163    54    76    49    53   127   137     8   173    99   129   177   136   140    91   108    64    67   157   140    22    67   104   169   167    19    76    23    98    31    99     3    27    15    88    61    21    38    14    60    94    38   149    74   120   176    46   155    80   163 
   23   114   132    49   118   178   116    29    90   160    69   141    52    33   153    89   165    95     1    41    31    72    78   128    83   135    97   131     3    58    12    48    36    16    51   129   149    82   104   148   158    52   172    23   169    35    35   105   156   158    99    21   132    61   138    47   179   145    43    56 
   10    67     3   179   169   117    35   159    15    44   167    39   180   103   163    28    39   174   153   143    11   153    73   144    56    14   123    55    53    14   170    88    94    63    76    53   158    92     5    45   159   102   175    24    91   143   157   100   172   151    28   143   117    88    63    53    98    94    47   172 
   32    55   115   102   132   159   180   164    98   119   169    77     9   119    39   133    66   105   144    56    30    94   113    13   166   128    72     6    50   149    46    15    16    43    93    20    95    21    25   172   151   116    63    61   125    76    85    22     9   163     1    82   125   138    35    69    38    57    77   133 
 0.00  0.36  0.21  0.38  0.32  0.20 
 0.36  0.00  0.36  0.29  0.27  0.23 
 0.21  0.36  0.00  0.31  0.27  0.23 
 0.38  0.29  0.31  0.00  0.33  0.23 
 0.32  0.27  0.27  0.33  0.00  0.35 
 0.20  0.23  0.23  0.23  0.35  0.00 
